MovieName,actorid,ReleaseYear,BoxOffice
临沧的诱惑,2010425,2015,0
北京时间,2010424,2015,0
十二星座离奇事件,2010810,2012,2004
天使：生命处方,2010119,2015,8
钟馗伏魔：雪妖魔灵,2010116,2015,40923
匹夫,2010093,2012,2766
人山人海,2010092,2012,119
东成西就2011,2010092,2011,7497
可爱的你,2010152,2015,2222
谜城,2010152,2015,14885
就是闹着玩的,2010735,2012,324
甲方乙方,2010259,2015,19
不见不散,2010259,2015,8
回马枪,2011360,2011,907
岁岁清明,2010150,2011,156
启功,2009929,2015,40
爱别离,2009929,2013,123
有一个地方只有我们知道,2009930,2015,28365
黑客悲情,2009933,2011,10
窑洞小学,2009917,2013,0
爱在廊桥,2009910,2012,3
我是谁2015,2009970,2015,551
一个人的武林,2009970,2014,11843
十二生肖,2009970,2012,88118
铠甲勇士之雅塔莱斯,2009958,2014,4441
四大名捕2,2009905,2013,17429
嗨起，打他个鬼子,2010058,2013,1
死亡派对,2009985,2014,551
枕边诡影,2009899,2015,407
魅妆,2010014,2012,686
201413爱你一世一生,2009777,2014,89
搞定岳父大人,2009783,2012,1770
前任2：备胎反击战,2009734,2015,25200
恐怖旅馆,2009732,2012,1447
肩上蝶,2009724,2011,1266
疯狂72小时,2009804,2014,2735
HOLD住爱,2009795,2012,4413
囧蛋奇兵,2009844,2012,148
戒烟不戒酒,2009839,2011,691
硬汉奶爸,2009748,2014,273
少年班,2009822,2015,5068
派饭,2009774,2012,41
大盘鸡,2009774,2012,0
有种你爱我,1979,2015,6822
一路狂奔,1979,2013,588
暴疯语,19745,2015,4676
郎在对门唱山歌,1967796,2011,5
守望天山,2004,2011,15
与时尚同居,2176960,2011,567
喜羊羊与灰太狼之喜气羊羊过蛇年,2176630,2013,12493
我爱灰太狼2,2176630,2013,7549
喜羊羊与灰太狼之开心闯龙年,2176634,2012,16761
分手木马计,2176591,2014,7
守望者：罪恶迷途,2176705,2011,1783
港囧,2176772,2015,161410
恶棍天使,2176772,2015,64958
秦时明月之龙腾万里,2176772,2014,5998
左耳,2176772,2015,48522
无人区,2176514,2013,25962
十二公民,2176510,2015,1397
潘多拉的宝剑,2176500,2012,105
爸爸回家,2176492,2013,4
初恋浅规则,2176184,2012,22
赤道,2176841,2015,20973
爱之初体验,2176736,2015,321
匆匆那年,2176736,2014,58849
非你勿扰,2176121,2015,46
迷与狂,2176121,2015,125
闺蜜心窍,2176121,2015,0
爱神,2176055,2013,1211
死亡邮件,2176036,2014,646
嫁个100分男人,2175999,2012,2526
珠城之恋,2176014,2012,0
青春.com,2176109,2014,
荒岛情未了,2175912,2012,371
给你一千万,2175972,2012,40
荒岛情未了,2175917,2012,371
永不消失的广播,2175754,2014,39
煎饼侠,2175940,2015,116275
有一天,2175940,2014,219
情回鹭岛,2175765,2011,489
恋爱中的城市,2175606,2015,5365
通灵之六世古宅,2175310,2015,1655
小小飞虎队,2175294,2013,150
一路惊喜,2175488,2015,6974
天各一方,2175436,2015,2
太平轮：彼岸,2175042,2015,5105
落跑吧，爱情,2175042,2015,1305
诱狼,2175040,2015,848
分手木马计,2175012,2014,7
双截棍,2175012,2012,43
功夫战斗机,2175017,2013,130
双截棍,2175017,2012,43
铠甲勇士之雅塔莱斯,2174996,2014,4441
我愿意,2174812,2012,8497
高海拔之恋2,2174800,2012,2148
公主的诱惑,2174763,2013,161
全城高考,2174913,2013,332
三个未婚妈妈,2174913,2012,475
假装情侣,2174889,2011,3133
伊宁不眠夜,2174887,2013,0
女蛹,2174860,2013,1192
天津闲人,2174860,2012,4
真心话大冒险,2174850,2012,1526
西藏天空,2174913,2014,1798
冰封：重生之门,2174913,2014,14269
青春雷锋,2174980,2013,99
北京时间,2173,2015,0
2012喜上加喜,21158,2012,560
神探亨特张,2009685,2012,780
给你一千万,2009682,2012,40
大太阳,1969713,2011,59
龙潭夺宝,2009696,2015,0
诡影迷情,2009677,2015,340
长江7号：超萌特攻队,19571,2015,832
听见下雨的声音,19571,2013,170
玩命时光,19571,2012,255
爱情进化论,196565,2014,762
情归陶然亭,196565,2011,42
李家大院,196565,2011,
推拿,196491,2014,1314
激浪青春,196491,2014,498
青魇,196491,2012,818
饮食男女2012,196491,2012,454
夏日示爱,196205,2013,72
热血街头,196205,2012,192
受降前夕,1951,2015,7
反腐枪声,1951,2015,0
青春雷锋,1951,2013,99
十二星座离奇事件,1948659,2012,2004
无界之地,1948659,2011,30
疯狂的GPS,1948659,2011,
画皮2,1948635,2012,70210
4B青年之4楼B座,1948632,2013,452
建党伟业,1948632,2011,40923
猛龙特囧,196205,2015,634
少年林祥谦,196548,2013,10
恋爱中的城市,196491,2015,5365
刘老庄八十二壮士,19602,2013,18
新大头儿子和小头爸爸之秘密计划,1948541,2014,4244
熊猫总动员,1948542,2011,4568
西柏坡,1948542,2011,242
陌路惊笑,1948535,2015,156
快乐到家,1948539,2013,15359
爱情不NG,1948585,2013,722
大上海,1948448,2012,14975
绑架大明星,1948444,2013,104
十二星座离奇事件,1948444,2012,2004
做次有钱人,1948444,2012,152
美男记,1948444,2012,88
熊猫总动员,1948444,2011,4568
新娘大作战,1948448,2015,17336
智取威虎山,1948448,2014,88275
跟踪孔令学,1948302,2011,270
我知女人心,1948302,2011,6537
露水红颜,1948302,2014,6628
摩登森林之美食总动员,1948302,2014,216
幸福快递,1948302,2013,79
铡刀下的红梅,1948502,2011,2
我的老婆是只猫,1948506,2013,164
功夫,1948302,2015,2560
城市游戏,1948302,2014,327
整容日记,1948302,2014,8440
死亡派对,1948302,2014,551
时光大战,1948265,2015,44
奇迹宝宝,1948492,2014,
笔仙惊魂3,1948492,2014,3531
非常营救,1948493,2012,138
亲亲海豚,1948494,2013,0
越来越好之村晚,1948302,2013,3002
分手合约,1948302,2013,19284
雨中的树,1948302,2012,2391
王的盛宴,1948150,2012,7700
血滴子,1948150,2012,7187
铜雀台,1948150,2012,10606
生死罗布泊,1948150,2012,205
辛亥革命,1948150,2011,5010
爱拼北京,1948150,2013,80
南泥湾,1948150,2013,
越来越好之村晚,1948150,2013,3002
飞天,1948215,2011,6574
龙之谷：破晓奇兵,1948150,2014,5740
我是大熊猫,1948152,2012,434
越来越好之村晚,1948219,2013,3002
神探亨特张,1948244,2012,780
一步之遥,1948247,2014,51494
太阳脸,1948213,2013,13
时光恋人,1948213,2013,413
北漂鱼,1948099,2013,332
笑功震武林,1947916,2013,7022
为你而来,1947917,2012,56
止杀令,1947899,2013,450
激浪青春,2231764,2014,498
秘术,2231757,2014,503
警察日记,2231700,2014,210
怖偶,2231701,2014,563
谁动了我的梦想,2231792,2014,319
谁动了我的梦想,2231803,2014,319
激浪青春,2231765,2014,498
激浪青春,2231761,2014,498
死亡派对,2231722,2014,551
死亡派对,2231720,2014,551
谁动了我的梦想,2231808,2014,319
天各一方,2231905,2015,2
探秘者,2231396,2015,29
爱之初体验,2231383,2015,321
封门村,2231684,2014,567
诡替身,2231677,2014,602
诡替身,2231676,2014,602
轩辕剑传奇,2231488,2015,316
情剑,2231381,2015,30
死亡邮件,2231662,2014,646
死亡邮件,2231654,2014,646
轩辕剑传奇,2231484,2015,316
斐济99℃爱情,2231699,2014,127
怖偶,2231697,2014,563
还魂之迷失曼谷,2231088,2014,778
还魂之迷失曼谷,2231090,2014,778
还魂之迷失曼谷,2231083,2014,778
山村母亲（戏曲）,2231370,2015,1
还魂之迷失曼谷,2231065,2014,778
诡八楼,2231061,2014,728
诡八楼,2231060,2014,728
诡八楼,2231049,2014,728
特工艾米拉,2231040,2014,741
特工艾米拉,2231025,2014,741
还魂之迷失曼谷,2231094,2014,778
大喜临门,2231102,2015,777
特工艾米拉,2231027,2014,741
最佳嫌疑人,2230926,2014,884
犹太女孩在上海2：项链密码,2230913,2015,164
密道追踪之阴兵虎符,2230459,2014,901
密道追踪之阴兵虎符,2230450,2014,901
北京·纽约,2230443,2015,1905
特工艾米拉,2231012,2014,741
特工艾米拉,2231013,2014,741
洋妞到我家,2231008,2014,756
洋妞到我家,2231003,2014,756
诡镇,2230428,2014,933
诡镇,2230432,2014,933
密道追踪之阴兵虎符,2230470,2014,901
密道追踪之阴兵虎符,2230461,2014,901
特工艾米拉,2231021,2014,741
特工艾米拉,2231018,2014,741
江湖论剑实录,2230403,2014,1093
洛克王国4：出发！巨人谷,2230284,2015,7698
黑猫警长之翡翠之星,2230284,2015,7197
奥拉星：进击圣殿,2230282,2015,847
我的播音系女友,2230268,2014,1282
我的播音系女友,2230271,2014,1282
推拿,2230311,2014,1314
守梦者,2230305,2015,31
恐怖电影院,2230290,2014,1228
白雪公主之矮人力量,2230214,2014,1763
恐怖电影院,2230229,2014,1228
床下有人2,2230223,2014,1489
夜半梳头,2230236,2014,1348
床下有人2,2230225,2014,1489
怨灵,2230186,2014,1894
怨灵,2230181,2014,1894
我的播音系女友,2230266,2014,1282
江湖论剑实录,2230401,2014,1093
食人虫,2230065,2014,2257
食人虫,2230073,2014,2257
食人虫,2230060,2014,2257
巴啦啦小魔仙之魔法的考验,2230155,2014,1916
碟仙诡谭,2230145,2014,2013
好命先生,2230092,2014,2212
碟仙诡谭,2230151,2014,2013
碟仙诡谭,2230149,2014,2013
碟仙诡谭,2230148,2014,2013
魔幻仙踪,2230111,2014,2186
魔幻仙踪,2230107,2014,2186
怨灵人偶,2230130,2014,2592
怨灵人偶,2230131,2014,2592
魔幻仙踪,2230112,2014,2186
怨灵人偶,2230140,2014,2592
辛巴达历险记2,2230006,2014,2595
食人虫,2230056,2014,2257
魁拔Ⅲ战神崛起,2230039,2014,2499
疯狂72小时,2229972,2014,2735
疯狂72小时,2229968,2014,2735
开心超人2：启源星之战,2229840,2014,2803
开心超人2：启源星之战,2229836,2014,2803
疯狂72小时,2229966,2014,2735
魁拔Ⅲ战神崛起,2230037,2014,2499
天河,2229758,2014,3324
王牌,2229769,2014,3165
王牌,2229766,2014,3165
新大头儿子和小头爸爸之秘密计划,2229722,2014,4244
猪猪侠之勇闯巨人岛,2229717,2014,4365
完美超越,2229684,2014,232
铠甲勇士之雅塔莱斯,2229688,2014,4441
潜艇总动员4：章鱼奇遇记,2229681,2014,4910
十二公民,2229664,2015,1397
笔仙3,2229664,2014,5038
笔仙3,2229663,2014,5038
笔仙惊魂3,2229735,2014,3531
潜艇总动员4：章鱼奇遇记,2229682,2014,4910
笔仙3,2229666,2014,5038
笔仙3,2229665,2014,5038
铠甲勇士之雅塔莱斯,2229691,2014,4441
脱轨时代,2229650,2014,5473
秦时明月之龙腾万里,2229481,2014,5998
秦时明月之龙腾万里,2229480,2014,5998
神秘世界历险记2,2229407,2014,6193
秦时明月之龙腾万里,2229624,2014,5998
神秘世界历险记2,2229472,2014,6193
金色时光,2229411,2014,5
露水红颜,2229232,2014,6628
土豪520,2229608,2015,3013
全城通缉,2229266,2014,3504
触不可及,2229193,2014,7681
触不可及,2229196,2014,7681
触不可及,2229198,2014,7681
整容日记,2229181,2014,8440
触不可及,2229189,2014,7681
绣春刀,2229146,2014,9323
绣春刀,2229152,2014,9323
江湖论剑实录,2229152,2014,1093
英雄之战,2229218,2014,7458
露水红颜,2229222,2014,6628
白日焰火,2229134,2014,10304
白日焰火,2229129,2014,10304
白日焰火,2229136,2014,10304
绣春刀,2229155,2014,9323
土豪520,2229060,2015,3013
不爱不散,2229060,2014,77
剑河,2229060,2014,24
太平轮（上）,2229055,2014,19542
香气,2229106,2014,239
前任攻略,2229118,2014,12968
前任攻略,2229109,2014,12968
前任攻略,2229111,2014,12968
诡镇,2229072,2014,933
我的早更女友,2229072,2014,16180
闺蜜,2229003,2014,20494
闺蜜,2229004,2014,20494
对不起，我爱你,2229022,2014,279
俐侎阿朵,2233898,2014,0
俐侎阿朵,2233894,2014,0
大丑,2233849,2014,1
9号女神,2233740,2014,5
9号女神,2233733,2014,5
国宝疑云,2233774,2014,3
国宝疑云,2233776,2014,3
国宝疑云,2233775,2014,3
金色时光,2233723,2014,5
我不是贼,2233718,2014,6
森林孤影,2233796,2014,3
森林孤影,2233793,2014,3
森林孤影,2233795,2014,3
凡人烦恼,2233812,2014,2
凡人烦恼,2233807,2014,2
国宝疑云,2233758,2014,3
分手木马计,2233714,2014,7
森林孤影,2233792,2014,3
石斛兰,2233818,2014,2
边区造,2233614,2014,1
换爱七日,2233604,2014,18
换爱七日,2233603,2014,18
哭恋,2233608,2014,14
早安，冬日海,2233659,2014,12
早安，冬日海,2233654,2014,12
从哪来，到哪去,2233627,2014,12
从哪来，到哪去,2233634,2014,12
等你追我,2233700,2014,10
等你追我,2233693,2014,10
从哪来，到哪去,2233641,2014,12
等你追我,2233676,2014,10
等你追我,2233670,2014,10
分手木马计,2233710,2014,7
纯纯欲动,2233173,2014,28
神通佛影,2233167,2014,26
卧龙岗,2233148,2014,29
卧龙岗,2233149,2014,29
枕边诡影,2233539,2015,407
枕边诡影,2233542,2015,407
幸福很囧,2233566,2015,23
爱你不等来生,2233553,2014,25
渴望的青春,2233573,2014,19
神通佛影,2233168,2014,26
换爱七日,2233599,2014,18
菊花台,2233019,2014,31
笔仙魔咒,2233015,2015,1046
黎明之眼,2233094,2014,29
黎明之眼,2233131,2014,29
黎明之眼,2233129,2014,29
卧龙岗,2233134,2014,29
我是奋青,2233014,2015,55
菊花台,2233012,2014,31
卧龙岗,2233146,2014,29
黎明之眼,2233124,2014,29
这个大叔不太囧,2232973,2014,37
恋者多喜欢,2232970,2014,38
恋者多喜欢,2232967,2014,38
我是奋青,2233006,2015,55
笔仙魔咒,2233006,2015,1046
U盘,2232857,2014,40
80后的独立宣言,2232858,2014,39
U盘,2232856,2014,40
人山人海,2233,2012,119
80后的独立宣言,2232866,2014,39
近距离击杀,2232882,2014,39
飞鱼秀,2232980,2014,33
U盘,2232852,2014,40
犹太女孩在上海2：项链密码,2232758,2015,164
鹰笛·雪莲,2232764,2015,7
战火中的芭蕾,2232761,2015,1210
街舞小子,2232751,2014,9
大峰祖师,2232644,2014,48
永春白鹤拳之擎天画卷,2232710,2014,47
永春白鹤拳之擎天画卷,2232705,2014,47
永春白鹤拳之擎天画卷,2232726,2014,47
永春白鹤拳之擎天画卷,2232716,2014,47
大峰祖师,2232648,2014,48
七月半之恐怖宿舍,2232703,2015,1228
第一眼爱情,2232735,2014,46
海神密码,2232566,2014,55
海神密码,2232572,2014,55
白雪公主之神秘爸爸,2232558,2015,1122
0.5的爱情,2232615,2014,55
0.5的爱情,2232611,2014,55
0.5的爱情,2232607,2014,55
0.5的爱情,2232606,2014,55
毕业那年分手季,2232594,2014,73
我的青春蜜友,2232586,2014,56
大峰祖师,2232634,2014,48
大峰祖师,2232630,2014,48
大峰祖师,2232627,2014,48
大峰祖师,2232628,2014,48
201413,2232618,2014,54
我的青春蜜友,2232582,2014,56
我的青春蜜友,2232581,2014,56
海神密码,2232574,2014,55
海神密码,2232564,2014,55
我的青春蜜友,2232583,2014,56
0.5的爱情,2232617,2014,55
十二生肖城市英雄,2232389,2014,59
古堡之吻,2232344,2014,92
古堡之吻,2232337,2014,92
古堡之吻,2232338,2014,92
古堡之吻,2232336,2014,92
海神密码,2232555,2014,55
我是你的野蛮女友,2232370,2014,77
古堡之吻,2232329,2014,92
古堡之吻,2232341,2014,92
不爱不散,2232352,2014,77
夺樽,2232374,2014,74
金牌流浪狗,2232259,2014,105
大寒桃花开,2232248,2014,114
大寒桃花开,2232247,2014,114
大寒桃花开,2232246,2014,114
新步步惊心,2232290,2015,3221
黑月,2232289,2014,96
桔子的天空,2232285,2015,15
斐济99℃爱情,2232217,2014,127
斐济99℃爱情,2232213,2014,127
破局,2232203,2014,163
破局,2232204,2014,163
破局,2232205,2014,163
破局,2232190,2014,163
大寒桃花开,2232243,2014,114
江南爱情故事,2232230,2014,122
滚蛋吧！肿瘤君,2232305,2015,51180
与贼同屋,2232273,2014,48
黑月,2232280,2014,96
超萌英雄,2232135,2014,168
超萌英雄,2232132,2014,168
超萌英雄,2232133,2014,168
虐面人之死灵面膜,2232118,2014,195
神通佛影,2232174,2014,26
超萌英雄,2232148,2014,168
超萌英雄,2232145,2014,168
超萌英雄,2232140,2014,168
放手爱,2232104,2014,198
放手爱,2232100,2014,198
放手爱,2232099,2014,198
放手爱,2232101,2014,198
斐济99℃爱情,2232101,2014,127
虐面人之死灵面膜,2232112,2014,195
虐面人之死灵面膜,2232115,2014,195
黄克功案件,2232186,2014,227
狙击时刻,2232161,2014,168
四戒,2232,2012,166
怒放之青春再见,2231981,2014,202
有一天,2231970,2014,219
有一天,2231965,2014,219
一号目标,2232090,2014,204
一号目标,2232088,2014,204
忘了去懂你,2232040,2014,213
怒放之青春再见,2231980,2014,202
警察日记,2232067,2014,210
警察日记,2232058,2014,210
有一天,2231952,2014,219
有一天,2231958,2014,219
完美超越,2231909,2014,232
